"State","Year","Beach Id","Beach Name","County","No. of beach actions","No. ofDays Under Action","No. of actions lessthan 1 day duration","No. of actions of 1 day duration","No. of actions of 2 day duration","No. of actions of 3 - 7 day duration","No. of actions of 8 - 30 day duration","No. of actions greater than 30 day duration"
"HI","2017","HI864937","Lower Pa'ia","MAUI","7","69","0","0","0","2","5","0"
"HI","2016","HI864937","Lower Pa'ia","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI864937","Lower Pa'ia","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI864937","Lower Pa'ia","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI864937","Lower Pa'ia","MAUI","2","13","0","0","0","2","0","0"
"HI","2010","HI864937","Lower Pa'ia","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI864937","Lower Pa'ia","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI864937","Lower Pa'ia","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI864937","Lower Pa'ia","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI864937","Lower Pa'ia","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI058731","Ma'alaea Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI058731","Ma'alaea Beach","MAUI","11","80","0","1","0","7","3","0"
"HI","2017","HI058731","Ma'alaea Beach","MAUI","8","66","0","0","0","3","5","0"
"HI","2016","HI058731","Ma'alaea Beach","MAUI","4","19","0","1","1","0","2","0"
"HI","2015","HI058731","Ma'alaea Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI058731","Ma'alaea Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI058731","Ma'alaea Beach","MAUI","4","20","0","1","0","2","1","0"
"HI","2010","HI058731","Ma'alaea Beach","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI058731","Ma'alaea Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI058731","Ma'alaea Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI058731","Ma'alaea Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI058731","Ma'alaea Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","10","68","0","1","1","6","2","0"
"HI","2017","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","8","66","0","0","0","3","5","0"
"HI","2016","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","4","18","0","0","1","3","0","0"
"HI","2010","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI715975","Mai Poina Oe lau Beach Co. Pk.","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI978171","Maka'alae Pt.","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI978171","Maka'alae Pt.","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI978171","Maka'alae Pt.","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI978171","Maka'alae Pt.","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI978171","Maka'alae Pt.","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI978171","Maka'alae Pt.","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI978171","Maka'alae Pt.","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI978171","Maka'alae Pt.","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI978171","Maka'alae Pt.","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI978171","Maka'alae Pt.","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI978171","Maka'alae Pt.","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI245556","Makena Landing Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI245556","Makena Landing Beach","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI245556","Makena Landing Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI245556","Makena Landing Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI245556","Makena Landing Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI245556","Makena Landing Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI245556","Makena Landing Beach","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI245556","Makena Landing Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI245556","Makena Landing Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI245556","Makena Landing Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI245556","Makena Landing Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI423064","Maliko Bay","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI423064","Maliko Bay","MAUI","11","90","0","1","0","7","3","0"
"HI","2017","HI423064","Maliko Bay","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI423064","Maliko Bay","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI423064","Maliko Bay","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI423064","Maliko Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI423064","Maliko Bay","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI423064","Maliko Bay","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI423064","Maliko Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI423064","Maliko Bay","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI423064","Maliko Bay","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI847607","Malu'aka Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI847607","Malu'aka Beach","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI847607","Malu'aka Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI847607","Malu'aka Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI847607","Malu'aka Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI847607","Malu'aka Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI847607","Malu'aka Beach","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI847607","Malu'aka Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI847607","Malu'aka Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI847607","Malu'aka Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI847607","Malu'aka Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI482300","Mantokuji Bay","MAUI","8","43","0","0","0","7","1","0"
"HI","2018","HI482300","Mantokuji Bay","MAUI","12","87","0","1","0","9","2","0"
"HI","2017","HI482300","Mantokuji Bay","MAUI","7","69","0","0","0","2","5","0"
"HI","2016","HI482300","Mantokuji Bay","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI482300","Mantokuji Bay","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI482300","Mantokuji Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI482300","Mantokuji Bay","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI482300","Mantokuji Bay","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI482300","Mantokuji Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI482300","Mantokuji Bay","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI482300","Mantokuji Bay","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI227321","McGregor Pt.","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI227321","McGregor Pt.","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI227321","McGregor Pt.","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI227321","McGregor Pt.","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI227321","McGregor Pt.","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI227321","McGregor Pt.","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI227321","McGregor Pt.","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI227321","McGregor Pt.","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI227321","McGregor Pt.","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI227321","McGregor Pt.","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI227321","McGregor Pt.","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI861961","Mokapu Beach Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI861961","Mokapu Beach Park","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI861961","Mokapu Beach Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI861961","Mokapu Beach Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI861961","Mokapu Beach Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI861961","Mokapu Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI861961","Mokapu Beach Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2010","HI861961","Mokapu Beach Park","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI861961","Mokapu Beach Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI861961","Mokapu Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI861961","Mokapu Beach Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI861961","Mokapu Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI519980","Mokulau","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI519980","Mokulau","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI519980","Mokulau","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI519980","Mokulau","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI519980","Mokulau","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI519980","Mokulau","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI519980","Mokulau","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI519980","Mokulau","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI519980","Mokulau","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI519980","Mokulau","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI519980","Mokulau","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI977299","Mokule'ia Beach","MAUI","8","44","0","0","0","7","1","0"
"HI","2018","HI977299","Mokule'ia Beach","MAUI","15","114","0","1","0","9","5","0"
"HI","2017","HI977299","Mokule'ia Beach","MAUI","7","67","0","0","0","2","5","0"
"HI","2016","HI977299","Mokule'ia Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI977299","Mokule'ia Beach","MAUI","3","19","0","0","2","0","1","0"
"HI","2014","HI977299","Mokule'ia Beach","MAUI","4","10","0","0","3","1","0","0"
"HI","2011","HI977299","Mokule'ia Beach","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI977299","Mokule'ia Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI977299","Mokule'ia Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI977299","Mokule'ia Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI977299","Mokule'ia Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI983172","Nahiku","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI983172","Nahiku","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI983172","Nahiku","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI983172","Nahiku","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI983172","Nahiku","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI983172","Nahiku","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI983172","Nahiku","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI983172","Nahiku","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI983172","Nahiku","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI983172","Nahiku","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI983172","Nahiku","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI764060","Napili Bay","MAUI","8","44","0","0","0","7","1","0"
"HI","2018","HI764060","Napili Bay","MAUI","12","92","0","1","0","7","4","0"
"HI","2017","HI764060","Napili Bay","MAUI","8","73","0","0","0","3","5","0"
"HI","2016","HI764060","Napili Bay","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI764060","Napili Bay","MAUI","3","19","0","0","2","0","1","0"
"HI","2014","HI764060","Napili Bay","MAUI","4","10","0","0","3","1","0","0"
"HI","2011","HI764060","Napili Bay","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI764060","Napili Bay","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI764060","Napili Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI764060","Napili Bay","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI764060","Napili Bay","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI176594","Nu'u Bay","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI176594","Nu'u Bay","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI176594","Nu'u Bay","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI176594","Nu'u Bay","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI176594","Nu'u Bay","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI176594","Nu'u Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI176594","Nu'u Bay","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI176594","Nu'u Bay","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI176594","Nu'u Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI176594","Nu'u Bay","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI176594","Nu'u Bay","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI491359","Olowalu","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI491359","Olowalu","MAUI","10","77","0","1","0","6","3","0"
"HI","2017","HI491359","Olowalu","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI491359","Olowalu","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI491359","Olowalu","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI491359","Olowalu","MAUI","4","10","0","0","3","1","0","0"
"HI","2011","HI491359","Olowalu","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI491359","Olowalu","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI491359","Olowalu","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI491359","Olowalu","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI491359","Olowalu","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI740710","Oneloa Bay Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI740710","Oneloa Bay Beach","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI740710","Oneloa Bay Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI740710","Oneloa Bay Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI740710","Oneloa Bay Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI740710","Oneloa Bay Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI740710","Oneloa Bay Beach","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI740710","Oneloa Bay Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2019","HI279887","Oneloa Beach (Big Beach)","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI279887","Oneloa Beach (Big Beach)","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI279887","Oneloa Beach (Big Beach)","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI279887","Oneloa Beach (Big Beach)","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI279887","Oneloa Beach (Big Beach)","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI279887","Oneloa Beach (Big Beach)","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI279887","Oneloa Beach (Big Beach)","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI279887","Oneloa Beach (Big Beach)","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI279887","Oneloa Beach (Big Beach)","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI279887","Oneloa Beach (Big Beach)","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI279887","Oneloa Beach (Big Beach)","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI756040","Oneuli Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI756040","Oneuli Beach","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI756040","Oneuli Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI756040","Oneuli Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI756040","Oneuli Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI756040","Oneuli Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI756040","Oneuli Beach","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI756040","Oneuli Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI756040","Oneuli Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI756040","Oneuli Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI756040","Oneuli Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI997014","Palauea Beach Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI997014","Palauea Beach Park","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI997014","Palauea Beach Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI997014","Palauea Beach Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI997014","Palauea Beach Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI997014","Palauea Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI997014","Palauea Beach Park","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI997014","Palauea Beach Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI997014","Palauea Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI997014","Palauea Beach Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI997014","Palauea Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI462219","Papalaua","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI462219","Papalaua","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI462219","Papalaua","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI462219","Papalaua","MAUI","4","19","0","1","1","0","2","0"
"HI","2015","HI462219","Papalaua","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI462219","Papalaua","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI462219","Papalaua","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI462219","Papalaua","MAUI","1","1","0","1","0","0","0","0"
"HI","2006","HI462219","Papalaua","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI463097","Paukukalo Beach","MAUI","8","43","0","0","0","7","1","0"
"HI","2018","HI463097","Paukukalo Beach","MAUI","15","116","0","1","0","11","3","0"
"HI","2017","HI463097","Paukukalo Beach","MAUI","7","69","0","0","0","2","5","0"
"HI","2016","HI463097","Paukukalo Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI463097","Paukukalo Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI463097","Paukukalo Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI463097","Paukukalo Beach","MAUI","2","16","0","0","0","1","1","0"
"HI","2010","HI463097","Paukukalo Beach","MAUI","1","7","0","0","0","1","0","0"
"HI","2009","HI463097","Paukukalo Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI463097","Paukukalo Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI463097","Paukukalo Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI463097","Paukukalo Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI136430","Pepeiaolepo Bay","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI136430","Pepeiaolepo Bay","MAUI","10","81","0","1","0","6","3","0"
"HI","2017","HI136430","Pepeiaolepo Bay","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI136430","Pepeiaolepo Bay","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI136430","Pepeiaolepo Bay","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI136430","Pepeiaolepo Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI136430","Pepeiaolepo Bay","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI136430","Pepeiaolepo Bay","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI136430","Pepeiaolepo Bay","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI136430","Pepeiaolepo Bay","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI136430","Pepeiaolepo Bay","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI684864","Po'olenalena Beach","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI684864","Po'olenalena Beach","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI684864","Po'olenalena Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI684864","Po'olenalena Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI684864","Po'olenalena Beach","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI684864","Po'olenalena Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI684864","Po'olenalena Beach","MAUI","2","13","0","0","0","2","0","0"
"HI","2009","HI684864","Po'olenalena Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI684864","Po'olenalena Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI684864","Po'olenalena Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI684864","Po'olenalena Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2006","HI229950","Po'olenalena Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI339656","Polo Beach Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI339656","Polo Beach Park","MAUI","10","72","0","1","0","7","2","0"
"HI","2017","HI339656","Polo Beach Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI339656","Polo Beach Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI339656","Polo Beach Park","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI339656","Polo Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI339656","Polo Beach Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI339656","Polo Beach Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI339656","Polo Beach Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI339656","Polo Beach Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI339656","Polo Beach Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI157533","Pu'u ola'i (Small Beach)","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI157533","Pu'u ola'i (Small Beach)","MAUI","9","66","0","1","0","6","2","0"
"HI","2017","HI157533","Pu'u ola'i (Small Beach)","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI157533","Pu'u ola'i (Small Beach)","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI157533","Pu'u ola'i (Small Beach)","MAUI","1","15","0","0","0","0","1","0"
"HI","2014","HI157533","Pu'u ola'i (Small Beach)","MAUI","1","4","0","0","0","1","0","0"
"HI","2011","HI157533","Pu'u ola'i (Small Beach)","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI157533","Pu'u ola'i (Small Beach)","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI157533","Pu'u ola'i (Small Beach)","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI157533","Pu'u ola'i (Small Beach)","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI157533","Pu'u ola'i (Small Beach)","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI373055","Pu'unoa Beach","MAUI","5","31","0","0","0","4","1","0"
"HI","2018","HI373055","Pu'unoa Beach","MAUI","10","77","0","1","0","6","3","0"
"HI","2017","HI373055","Pu'unoa Beach","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI373055","Pu'unoa Beach","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI373055","Pu'unoa Beach","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI373055","Pu'unoa Beach","MAUI","2","6","0","0","1","1","0","0"
"HI","2011","HI373055","Pu'unoa Beach","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI373055","Pu'unoa Beach","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI373055","Pu'unoa Beach","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI373055","Pu'unoa Beach","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI373055","Pu'unoa Beach","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI167153","Puamana Beach Co. Park","MAUI","4","27","0","0","0","3","1","0"
"HI","2018","HI167153","Puamana Beach Co. Park","MAUI","10","77","0","1","0","6","3","0"
"HI","2017","HI167153","Puamana Beach Co. Park","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI167153","Puamana Beach Co. Park","MAUI","3","11","0","1","1","0","1","0"
"HI","2015","HI167153","Puamana Beach Co. Park","MAUI","2","17","0","0","1","0","1","0"
"HI","2014","HI167153","Puamana Beach Co. Park","MAUI","3","8","0","0","2","1","0","0"
"HI","2011","HI167153","Puamana Beach Co. Park","MAUI","2","16","0","0","0","1","1","0"
"HI","2009","HI167153","Puamana Beach Co. Park","MAUI","1","1","0","1","0","0","0","0"
"HI","2008","HI167153","Puamana Beach Co. Park","MAUI","1","4","0","0","0","1","0","0"
"HI","2007","HI167153","Puamana Beach Co. Park","MAUI","1","8","0","0","0","0","1","0"
"HI","2006","HI167153","Puamana Beach Co. Park","MAUI","3","19","0","0","0","2","1","0"
"HI","2019","HI641109","Punalau","MAUI","6","35","0","0","0","5","1","0"
"HI","2018","HI641109","Punalau","MAUI","13","99","0","1","0","8","4","0"
"HI","2017","HI641109","Punalau","MAUI","6","52","0","0","0","2","4","0"
"HI","2016","HI641109","Punalau","MAUI","3","11","0","1","1","0","1","0"
