"State","Year","Beach Id","Beach Name","County","No. of beach actions","No. ofDays Under Action","No. of actions lessthan 1 day duration","No. of actions of 1 day duration","No. of actions of 2 day duration","No. of actions of 3 - 7 day duration","No. of actions of 8 - 30 day duration","No. of actions greater than 30 day duration"
"PA","2016","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","5","6","0","4","1","0","0","0"
"PA","2015","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","5","7","0","3","2","0","0","0"
"PA","2014","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","8","11","0","6","1","1","0","0"
"PA","2013","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","6","13","0","2","2","2","0","0"
"PA","2012","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","4","6","0","2","2","0","0","0"
"PA","2011","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","3","3","0","3","0","0","0","0"
"PA","2010","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2009","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2008","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2007","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2006","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","4","5","0","3","1","0","0","0"
"PA","2005","PA995339","BEACH 8 (PETTINATO BEACH)","ERIE","2","5","0","0","1","1","0","0"
"PA","2020","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","4","5","0","3","1","0","0","0"
"PA","2019","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","2","2","0","2","0","0","0","0"
"PA","2018","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","6","12","0","5","0","1","0","0"
"PA","2017","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","10","14","0","7","2","1","0","0"
"PA","2016","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","12","19","0","6","5","1","0","0"
"PA","2015","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","2","4","0","0","2","0","0","0"
"PA","2014","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","2","3","0","1","1","0","0","0"
"PA","2013","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","1","2","0","0","1","0","0","0"
"PA","2012","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","2","2","0","2","0","0","0","0"
"PA","2011","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","2","2","0","2","0","0","0","0"
"PA","2010","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2009","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","1","1","0","1","0","0","0","0"
"PA","2008","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","3","4","0","2","1","0","0","0"
"PA","2006","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","4","6","0","2","2","0","0","0"
"PA","2005","PA469760","BEACH 9 (PINE TREE BEACH)","ERIE","3","6","0","1","1","1","0","0"
"NY","2020","NY120695","BENNETT BEACH","ERIE","9","16","0","4","4","1","0","0"
"NY","2019","NY120695","BENNETT BEACH","ERIE","11","13","0","9","2","0","0","0"
"NY","2018","NY120695","BENNETT BEACH","ERIE","10","14","0","8","0","2","0","0"
"NY","2017","NY120695","BENNETT BEACH","ERIE","14","29","0","5","5","4","0","0"
"NY","2016","NY120695","BENNETT BEACH","ERIE","6","7","0","5","1","0","0","0"
"NY","2015","NY120695","BENNETT BEACH","ERIE","11","46","0","2","2","6","1","0"
"NY","2014","NY120695","BENNETT BEACH","ERIE","14","26","0","8","1","5","0","0"
"NY","2013","NY120695","BENNETT BEACH","ERIE","8","13","0","6","0","2","0","0"
"NY","2012","NY120695","BENNETT BEACH","ERIE","1","1","0","1","0","0","0","0"
"NY","2011","NY120695","BENNETT BEACH","ERIE","5","8","0","3","1","1","0","0"
"NY","2010","NY120695","BENNETT BEACH","ERIE","9","15","0","3","6","0","0","0"
"NY","2009","NY120695","BENNETT BEACH","ERIE","11","36","0","7","0","3","1","0"
"NY","2008","NY120695","BENNETT BEACH","ERIE","4","13","0","1","1","2","0","0"
"NY","2007","NY120695","BENNETT BEACH","ERIE","1","2","0","0","1","0","0","0"
"NY","2006","NY120695","BENNETT BEACH","ERIE","2","7","0","0","1","1","0","0"
"NY","2004","NY120695","BENNETT BEACH","ERIE","5","21","0","0","2","3","0","0"
"NY","2003","NY120695","BENNETT BEACH","ERIE","2","2","0","0","0","1","0","0"
"OH","2019","OH625113","Battery Park","ERIE","2","13","0","0","0","1","1","0"
"OH","2017","OH625113","Battery Park","ERIE","1","1","0","1","0","0","0","0"
"OH","2015","OH625113","Battery Park","ERIE","3","4","0","2","1","0","0","0"
"OH","2013","OH625113","Battery Park","ERIE","2","5","0","1","0","1","0","0"
"OH","2011","OH625113","Battery Park","ERIE","2","65","0","0","0","1","0","1"
"OH","2010","OH625113","Battery Park","ERIE","2","2","0","2","0","0","0","0"
"OH","2008","OH625113","Battery Park","ERIE","1","4","0","0","0","1","0","0"
"OH","2020","OH510880","Bay View East","ERIE","12","41","0","2","6","2","2","0"
"OH","2019","OH510880","Bay View East","ERIE","6","17","0","3","0","3","0","0"
"OH","2018","OH510880","Bay View East","ERIE","11","24","0","7","0","4","0","0"
"OH","2017","OH510880","Bay View East","ERIE","7","12","0","6","0","1","0","0"
"OH","2016","OH510880","Bay View East","ERIE","5","17","0","1","0","4","0","0"
"OH","2015","OH510880","Bay View East","ERIE","10","23","0","5","1","4","0","0"
"OH","2014","OH510880","Bay View East","ERIE","7","72","0","0","0","5","2","0"
"OH","2013","OH510880","Bay View East","ERIE","12","36","0","6","1","4","1","0"
"OH","2012","OH510880","Bay View East","ERIE","12","23","0","8","1","3","0","0"
"OH","2011","OH510880","Bay View East","ERIE","4","8","0","3","0","1","0","0"
"OH","2010","OH510880","Bay View East","ERIE","11","40","0","2","2","7","0","0"
"OH","2009","OH510880","Bay View East","ERIE","3","13","0","0","0","3","0","0"
"OH","2008","OH510880","Bay View East","ERIE","5","13","0","1","2","2","0","0"
"OH","2007","OH510880","Bay View East","ERIE","1","3","0","0","0","1","0","0"
"OH","2006","OH510880","Bay View East","ERIE","1","3","0","0","0","1","0","0"
"OH","2020","OH568760","Bay View West","ERIE","17","51","0","0","9","8","0","0"
"OH","2019","OH568760","Bay View West","ERIE","9","34","0","2","3","3","1","0"
"OH","2018","OH568760","Bay View West","ERIE","12","64","0","1","2","7","2","0"
"OH","2017","OH568760","Bay View West","ERIE","11","58","0","2","0","6","3","0"
"OH","2016","OH568760","Bay View West","ERIE","9","81","0","2","2","2","2","1"
"OH","2015","OH568760","Bay View West","ERIE","12","46","0","5","1","5","1","0"
"OH","2014","OH568760","Bay View West","ERIE","10","53","0","2","1","4","3","0"
"OH","2013","OH568760","Bay View West","ERIE","10","64","0","2","0","6","2","0"
"OH","2012","OH568760","Bay View West","ERIE","14","53","0","8","0","5","1","0"
"OH","2011","OH568760","Bay View West","ERIE","7","36","0","3","1","2","1","0"
"OH","2010","OH568760","Bay View West","ERIE","7","15","0","3","2","2","0","0"
"OH","2009","OH568760","Bay View West","ERIE","6","36","0","0","1","3","2","0"
"OH","2008","OH568760","Bay View West","ERIE","10","49","0","1","4","3","2","0"
"OH","2007","OH568760","Bay View West","ERIE","8","51","0","2","0","4","2","0"
"OH","2006","OH568760","Bay View West","ERIE","3","14","0","0","0","3","0","0"
"OH","2020","OH934406","Beulah Beach","ERIE","7","13","0","3","3","1","0","0"
"OH","2019","OH934406","Beulah Beach","ERIE","10","29","0","4","0","6","0","0"
"OH","2018","OH934406","Beulah Beach","ERIE","14","29","0","5","5","4","0","0"
"OH","2017","OH934406","Beulah Beach","ERIE","8","22","0","3","2","3","0","0"
"OH","2016","OH934406","Beulah Beach","ERIE","9","26","0","5","0","4","0","0"
"OH","2015","OH934406","Beulah Beach","ERIE","8","40","0","4","0","2","2","0"
"OH","2014","OH934406","Beulah Beach","ERIE","9","54","0","3","0","3","3","0"
"OH","2013","OH934406","Beulah Beach","ERIE","10","46","0","4","0","4","2","0"
"OH","2012","OH934406","Beulah Beach","ERIE","3","13","0","1","0","1","1","0"
"OH","2011","OH934406","Beulah Beach","ERIE","5","14","0","3","0","2","0","0"
"OH","2010","OH934406","Beulah Beach","ERIE","7","21","0","2","2","3","0","0"
"OH","2009","OH934406","Beulah Beach","ERIE","5","9","0","3","1","1","0","0"
"OH","2007","OH934406","Beulah Beach","ERIE","3","18","0","0","0","3","0","0"
"OH","2006","OH934406","Beulah Beach","ERIE","3","10","0","0","2","1","0","0"
"OH","2003","OH934406","Beulah Beach","ERIE","1","14","0","0","0","0","1","0"
"OH","2000","OH934406","Beulah Beach","ERIE","1","14","0","0","0","0","1","0"
"OH","2020","OH011172","Cedar Point Chausee","ERIE","6","15","0","1","3","2","0","0"
"OH","2019","OH011172","Cedar Point Chausee","ERIE","4","6","0","3","0","1","0","0"
"OH","2018","OH011172","Cedar Point Chausee","ERIE","6","9","0","4","1","1","0","0"
"OH","2017","OH011172","Cedar Point Chausee","ERIE","7","14","0","5","0","2","0","0"
"OH","2016","OH011172","Cedar Point Chausee","ERIE","3","6","0","2","0","1","0","0"
"OH","2015","OH011172","Cedar Point Chausee","ERIE","4","8","0","2","1","1","0","0"
"OH","2014","OH011172","Cedar Point Chausee","ERIE","6","18","0","3","0","3","0","0"
"OH","2013","OH011172","Cedar Point Chausee","ERIE","7","14","0","5","0","2","0","0"
"OH","2012","OH011172","Cedar Point Chausee","ERIE","4","5","0","3","1","0","0","0"
"OH","2011","OH011172","Cedar Point Chausee","ERIE","6","15","0","3","0","3","0","0"
"OH","2010","OH011172","Cedar Point Chausee","ERIE","7","10","0","6","0","1","0","0"
"OH","2009","OH011172","Cedar Point Chausee","ERIE","4","8","0","3","0","1","0","0"
"OH","2008","OH011172","Cedar Point Chausee","ERIE","6","13","0","3","1","2","0","0"
"OH","2007","OH011172","Cedar Point Chausee","ERIE","2","12","0","0","0","2","0","0"
"OH","2020","OH014323","Cranberry Creek","ERIE","1","4","0","0","0","1","0","0"
"OH","2019","OH014323","Cranberry Creek","ERIE","4","12","0","1","0","3","0","0"
"OH","2018","OH014323","Cranberry Creek","ERIE","3","9","0","0","0","3","0","0"
"OH","2017","OH014323","Cranberry Creek","ERIE","5","18","0","2","0","3","0","0"
"OH","2016","OH014323","Cranberry Creek","ERIE","4","4","0","4","0","0","0","0"
"OH","2015","OH014323","Cranberry Creek","ERIE","6","21","0","2","1","3","0","0"
"OH","2014","OH014323","Cranberry Creek","ERIE","6","23","0","1","0","5","0","0"
"OH","2013","OH014323","Cranberry Creek","ERIE","10","35","0","4","1","4","1","0"
"OH","2012","OH014323","Cranberry Creek","ERIE","3","6","0","2","0","1","0","0"
"OH","2011","OH014323","Cranberry Creek","ERIE","2","2","0","2","0","0","0","0"
"OH","2010","OH014323","Cranberry Creek","ERIE","6","14","0","2","2","2","0","0"
"OH","2008","OH014323","Cranberry Creek","ERIE","2","5","0","1","0","1","0","0"
"OH","2007","OH014323","Cranberry Creek","ERIE","6","43","0","1","2","0","3","0"
"OH","2006","OH014323","Cranberry Creek","ERIE","3","9","0","0","1","2","0","0"
"OH","2020","OH158931","Crystal Rock","ERIE","2","9","0","0","0","2","0","0"
"OH","2019","OH158931","Crystal Rock","ERIE","2","14","0","0","0","1","1","0"
"OH","2018","OH158931","Crystal Rock","ERIE","2","6","0","0","0","2","0","0"
"OH","2017","OH158931","Crystal Rock","ERIE","5","16","0","2","0","3","0","0"
"OH","2016","OH158931","Crystal Rock","ERIE","1","2","0","0","1","0","0","0"
"OH","2015","OH158931","Crystal Rock","ERIE","6","19","0","3","1","1","1","0"
"OH","2014","OH158931","Crystal Rock","ERIE","3","15","0","1","0","1","1","0"
"OH","2013","OH158931","Crystal Rock","ERIE","6","12","0","4","0","2","0","0"
"OH","2012","OH158931","Crystal Rock","ERIE","6","17","0","4","0","1","1","0"
"OH","2011","OH158931","Crystal Rock","ERIE","3","9","0","1","0","2","0","0"
"OH","2010","OH158931","Crystal Rock","ERIE","13","40","0","7","0","5","1","0"
"OH","2009","OH158931","Crystal Rock","ERIE","8","42","0","1","1","5","1","0"
"OH","2008","OH158931","Crystal Rock","ERIE","6","12","0","3","2","1","0","0"
"OH","2020","OH881916","Darby Creek","ERIE","7","26","0","1","2","3","1","0"
"OH","2019","OH881916","Darby Creek","ERIE","11","35","0","1","1","9","0","0"
"OH","2018","OH881916","Darby Creek","ERIE","8","24","0","1","3","3","1","0"
"OH","2017","OH881916","Darby Creek","ERIE","8","27","0","2","2","4","0","0"
"OH","2016","OH881916","Darby Creek","ERIE","7","17","0","3","1","3","0","0"
"OH","2015","OH881916","Darby Creek","ERIE","5","45","0","2","1","1","0","1"
"OH","2014","OH881916","Darby Creek","ERIE","10","67","0","3","0","4","3","0"
"OH","2013","OH881916","Darby Creek","ERIE","7","45","0","3","1","0","3","0"
"OH","2012","OH881916","Darby Creek","ERIE","6","14","0","2","2","2","0","0"
"OH","2011","OH881916","Darby Creek","ERIE","6","23","0","1","1","4","0","0"
"OH","2010","OH881916","Darby Creek","ERIE","4","25","0","1","0","2","1","0"
"OH","2009","OH881916","Darby Creek","ERIE","6","22","0","2","1","2","1","0"
"OH","2008","OH881916","Darby Creek","ERIE","6","12","0","3","2","1","0","0"
"OH","2007","OH881916","Darby Creek","ERIE","6","27","0","0","2","4","0","0"
"OH","2006","OH881916","Darby Creek","ERIE","2","4","0","0","2","0","0","0"
"OH","2003","OH881916","Darby Creek","ERIE","1","7","0","0","0","1","0","0"
"OH","2000","OH881916","Darby Creek","ERIE","1","14","0","0","0","0","1","0"
"PA","2000","PA642187","EDINBORO LAKE","ERIE","1","35","0","0","0","0","0","1"
"NY","2020","NY271506","EVANGOLA STATE PARK BEACH","ERIE","3","5","0","1","2","0","0","0"
"NY","2019","NY271506","EVANGOLA STATE PARK BEACH","ERIE","2","3","0","1","1","0","0","0"
"NY","2018","NY271506","EVANGOLA STATE PARK BEACH","ERIE","8","16","0","3","3","2","0","0"
"NY","2017","NY271506","EVANGOLA STATE PARK BEACH","ERIE","3","3","0","3","0","0","0","0"
"NY","2016","NY271506","EVANGOLA STATE PARK BEACH","ERIE","1","1","0","1","0","0","0","0"
"NY","2015","NY271506","EVANGOLA STATE PARK BEACH","ERIE","7","17","0","1","4","2","0","0"
"NY","2014","NY271506","EVANGOLA STATE PARK BEACH","ERIE","1","1","0","1","0","0","0","0"
"NY","2010","NY271506","EVANGOLA STATE PARK BEACH","ERIE","1","2","0","0","1","0","0","0"
"NY","2009","NY271506","EVANGOLA STATE PARK BEACH","ERIE","2","6","0","0","0","2","0","0"
"NY","2005","NY271506","EVANGOLA STATE PARK BEACH","ERIE","2","5","0","1","0","1","0","0"
"NY","2002","NY271506","EVANGOLA STATE PARK BEACH","ERIE","1","1","0","1","0","0","0","0"
"NY","2020","NY307714","EVANS TOWN PARK","ERIE","6","15","0","1","2","3","0","0"
"NY","2019","NY307714","EVANS TOWN PARK","ERIE","3","4","0","2","1","0","0","0"
"NY","2018","NY307714","EVANS TOWN PARK","ERIE","5","17","0","2","0","2","1","0"
"NY","2017","NY307714","EVANS TOWN PARK","ERIE","7","16","0","2","3","2","0","0"
"NY","2016","NY307714","EVANS TOWN PARK","ERIE","5","8","0","2","3","0","0","0"
"NY","2015","NY307714","EVANS TOWN PARK","ERIE","10","37","0","2","2","6","0","0"
"NY","2014","NY307714","EVANS TOWN PARK","ERIE","12","31","0","6","1","5","0","0"
"NY","2013","NY307714","EVANS TOWN PARK","ERIE","12","20","0","7","3","2","0","0"
"NY","2012","NY307714","EVANS TOWN PARK","ERIE","3","4","0","2","1","0","0","0"
"NY","2011","NY307714","EVANS TOWN PARK","ERIE","11","13","0","9","2","0","0","0"
"NY","2010","NY307714","EVANS TOWN PARK","ERIE","9","14","0","7","0","2","0","0"
"NY","2009","NY307714","EVANS TOWN PARK","ERIE","12","30","0","7","2","2","1","0"
"NY","2008","NY307714","EVANS TOWN PARK","ERIE","7","19","0","0","4","3","0","0"
"NY","2007","NY307714","EVANS TOWN PARK","ERIE","3","9","0","0","2","1","0","0"
"NY","2006","NY307714","EVANS TOWN PARK","ERIE","6","17","0","1","3","2","0","0"
"NY","2005","NY307714","EVANS TOWN PARK","ERIE","3","13","0","0","0","3","0","0"
"NY","2004","NY307714","EVANS TOWN PARK","ERIE","7","31","0","0","1","5","1","0"
"NY","2003","NY307714","EVANS TOWN PARK","ERIE","2","15","0","0","0","1","1","0"
"OH","2016","OH517567","Edson Creek","ERIE","6","19","0","3","0","3","0","0"
"OH","2015","OH517567","Edson Creek","ERIE","10","66","0","1","2","4","3","0"
"OH","2014","OH517567","Edson Creek","ERIE","7","83","0","2","1","3","0","1"
"OH","2013","OH517567","Edson Creek","ERIE","10","56","0","3","0","4","3","0"
"OH","2012","OH517567","Edson Creek","ERIE","7","29","0","2","1","2","2","0"
"OH","2011","OH517567","Edson Creek","ERIE","8","48","0","2","2","3","1","0"
"OH","2010","OH517567","Edson Creek","ERIE","5","73","0","0","0","3","1","1"
"OH","2009","OH517567","Edson Creek","ERIE","7","43","0","2","1","3","1","0"
"OH","2008","OH517567","Edson Creek","ERIE","9","28","0","3","2","4","0","0"
"OH","2007","OH517567","Edson Creek","ERIE","6","47","0","0","1","3","2","0"
"OH","2006","OH517567","Edson Creek","ERIE","4","18","0","0","1","2","1","0"
"OH","2003","OH517567","Edson Creek","ERIE","1","14","0","0","0","0","1","0"
"OH","2000","OH517567","Edson Creek","ERIE","1","14","0","0","0","0","1","0"
"PA","2014","PA129995","FREEPORT","ERIE","2","5","0","0","1","1","0","0"
"PA","2013","PA129995","FREEPORT","ERIE","2","24","0","0","0","0","2","0"
"PA","2011","PA129995","FREEPORT","ERIE","1","1","0","1","0","0","0","0"
"PA","2008","PA129995","FREEPORT","ERIE","1","3","0","0","0","1","0","0"
"NY","2020","NY569623","HAMBURG BATHING BEACH","ERIE","12","15","0","10","1","1","0","0"
"NY","2019","NY569623","HAMBURG BATHING BEACH","ERIE","10","17","0","5","4","1","0","0"
"NY","2018","NY569623","HAMBURG BATHING BEACH","ERIE","14","19","0","10","3","1","0","0"
"NY","2017","NY569623","HAMBURG BATHING BEACH","ERIE","24","51","0","7","10","7","0","0"
"NY","2016","NY569623","HAMBURG BATHING BEACH","ERIE","12","18","0","7","4","1","0","0"
"NY","2015","NY569623","HAMBURG BATHING BEACH","ERIE","12","39","0","3","3","6","0","0"
"NY","2014","NY569623","HAMBURG BATHING BEACH","ERIE","26","34","0","20","4","2","0","0"
"NY","2013","NY569623","HAMBURG BATHING BEACH","ERIE","23","33","0","17","4","2","0","0"
"NY","2012","NY569623","HAMBURG BATHING BEACH","ERIE","13","14","0","12","1","0","0","0"
"NY","2011","NY569623","HAMBURG BATHING BEACH","ERIE","14","23","0","11","1","2","0","0"
"NY","2010","NY569623","HAMBURG BATHING BEACH","ERIE","11","12","0","10","1","0","0","0"
"NY","2009","NY569623","HAMBURG BATHING BEACH","ERIE","20","36","0","13","3","4","0","0"
"NY","2008","NY569623","HAMBURG BATHING BEACH","ERIE","9","24","0","3","4","1","1","0"
"NY","2007","NY569623","HAMBURG BATHING BEACH","ERIE","5","15","0","1","0","4","0","0"
"NY","2006","NY569623","HAMBURG BATHING BEACH","ERIE","8","21","0","2","3","3","0","0"
"NY","2005","NY569623","HAMBURG BATHING BEACH","ERIE","11","32","0","3","1","7","0","0"
"NY","2004","NY569623","HAMBURG BATHING BEACH","ERIE","5","19","0","0","2","3","0","0"
"NY","2003","NY569623","HAMBURG BATHING BEACH","ERIE","8","16","0","3","3","2","0","0"
"OH","2020","OH242977","Heidelberg Beach","ERIE","6","12","0","2","3","1","0","0"
"OH","2019","OH242977","Heidelberg Beach","ERIE","11","26","0","4","1","6","0","0"
"OH","2018","OH242977","Heidelberg Beach","ERIE","12","22","0","7","2","3","0","0"
"OH","2017","OH242977","Heidelberg Beach","ERIE","4","9","0","2","1","1","0","0"
"OH","2016","OH242977","Heidelberg Beach","ERIE","4","4","0","4","0","0","0","0"
"OH","2015","OH242977","Heidelberg Beach","ERIE","5","17","0","3","0","2","0","0"
"OH","2014","OH242977","Heidelberg Beach","ERIE","9","22","0","5","0","4","0","0"
"OH","2013","OH242977","Heidelberg Beach","ERIE","10","33","0","5","1","3","1","0"
"OH","2012","OH242977","Heidelberg Beach","ERIE","4","9","0","2","1","1","0","0"
"OH","2011","OH242977","Heidelberg Beach","ERIE","4","9","0","3","0","1","0","0"
"OH","2010","OH242977","Heidelberg Beach","ERIE","3","4","0","2","1","0","0","0"
"OH","2009","OH242977","Heidelberg Beach","ERIE","2","10","0","0","0","2","0","0"
"OH","2008","OH242977","Heidelberg Beach","ERIE","2","10","0","0","0","2","0","0"
"OH","2007","OH242977","Heidelberg Beach","ERIE","4","21","0","0","0","4","0","0"
"OH","2006","OH242977","Heidelberg Beach","ERIE","2","6","0","0","1","1","0","0"
"OH","2017","OH497945","Hoffman Ditch","ERIE","5","14","0","3","0","2","0","0"
"OH","2016","OH497945","Hoffman Ditch","ERIE","4","7","0","3","0","1","0","0"
"OH","2015","OH497945","Hoffman Ditch","ERIE","7","26","0","1","2","4","0","0"
"OH","2014","OH497945","Hoffman Ditch","ERIE","10","26","0","6","0","4","0","0"
"OH","2013","OH497945","Hoffman Ditch","ERIE","9","30","0","3","1","5","0","0"
"OH","2012","OH497945","Hoffman Ditch","ERIE","5","9","0","3","1","1","0","0"
"OH","2011","OH497945","Hoffman Ditch","ERIE","1","5","0","0","0","1","0","0"
"OH","2010","OH497945","Hoffman Ditch","ERIE","5","14","0","1","2","2","0","0"
"OH","2009","OH497945","Hoffman Ditch","ERIE","3","7","0","1","1","1","0","0"
"OH","2008","OH497945","Hoffman Ditch","ERIE","1","4","0","0","0","1","0","0"
"OH","2007","OH497945","Hoffman Ditch","ERIE","1","1","0","1","0","0","0","0"
"OH","2006","OH497945","Hoffman Ditch","ERIE","3","9","0","0","1","2","0","0"
"NY","2019","NY839114","LAKE ERIE BEACH","ERIE","10","12","0","8","2","0","0","0"
